nrow,ncol,intensity
6,21,0.0091591151
6,22,0.0099999998
6,23,0.0099999998
6,24,0.0100000007
6,25,0.0099999998
6,26,0.0099999998
6,27,0.0099999998
6,28,0.0099999998
6,29,0.0088042552
6,30,0.0084267370
6,31,0.0075319069
6,32,0.0000000000
6,33,0.0000000000
6,34,0.0000000000
6,35,0.0000000000
6,36,0.0000000000
6,37,0.0000000000
6,38,0.0000000000
6,39,0.0000000000
7,0,0.0000000000
7,1,0.0000000000
7,2,0.0000000000
7,3,0.0000000000
7,4,0.0000000000
7,5,0.0000000000
7,6,0.0000000000
7,7,0.0000000000
7,8,0.0000000000
7,9,0.0000000000
7,10,0.0000000000
7,11,0.0000000000
7,12,0.0000000000
7,13,0.0000000000
7,14,0.0027868161
7,15,0.0036282255
7,16,0.0045545828
7,17,0.0055057192
7,18,0.0064159352
7,19,0.0077225524
7,20,0.0082620904
7,21,0.0100000007
7,22,0.0099999998
7,23,0.0099999988
7,24,0.0099999998
7,25,0.0099999988
7,26,0.0099999998
7,27,0.0099999998
7,28,0.0082878377
7,29,0.0070941858
7,30,0.0066137356
7,31,0.0060975468
7,32,0.0000000000
7,33,0.0000000000
7,34,0.0000000000
7,35,0.0000000000
7,36,0.0000000000
7,37,0.0000000000
7,38,0.0000000000
7,39,0.0000000000
8,0,0.0000000000
8,1,0.0000000000
8,2,0.0000000000
8,3,0.0000000000
8,4,0.0000000000
8,5,0.0000000000
8,6,0.2035463750
8,7,0.0000000000
8,8,0.0000000000
8,9,0.0000000000
8,10,0.0000000000
8,11,0.0000000000
8,12,0.0000000000
8,13,0.0000000000
8,14,0.0012804425
8,15,0.0033654331
8,16,0.0042798864
8,17,0.0052411151
8,18,0.0061810617
8,19,0.0074624438
8,20,0.0086501958
8,21,0.0090141790
8,22,0.0099999988
8,23,0.0099999988
8,24,0.0099999998
8,25,0.0099999998
8,26,0.0099999998
8,27,0.0066137370
8,28,0.0060975463
8,29,0.0055555478
8,30,0.0049999999
8,31,0.0044444520
8,32,0.0000000000
8,33,0.0000000000
8,34,0.0000000000
8,35,0.0000000000
8,36,0.0000000000
8,37,0.0000000000
8,38,0.0000000000
8,39,0.0000000000
9,0,0.0000000000
9,1,0.0000000000
9,2,0.0000000000
9,3,0.0000000000
9,4,0.0000000000
9,5,0.2556770146
9,6,0.2418731004
9,7,0.2285792828
9,8,0.2158024311
9,9,0.0000000000
9,10,0.0000000000
9,11,0.0000000000
9,12,0.0000000000
9,13,0.0000000000
9,14,0.0013466037
9,15,0.0019677600
9,16,0.9399999976
9,17,0.0042031389
9,18,0.0068526226
9,19,0.0075723715
9,20,0.0081772506
9,21,0.0086623989
9,22,0.0090366974
9,23,0.0099999998
9,24,0.0099999988
9,25,0.0099999998
9,26,0.0099999998
9,27,0.0049999999
9,28,0.0044444511
9,29,0.0039024528
9,30,0.0033862635
9,31,0.0029058135
9,32,0.0024680928
9,33,0.0000000000
9,34,0.0000000000
9,35,0.0000000000
9,36,0.0000000000
9,37,0.0000000000
9,38,0.0000000000
9,39,0.0000000000
10,0,0.0000000000
10,1,0.0000000000
10,2,0.0000000000
10,3,0.0000000000
10,4,0.0000000000
10,5,0.3000267446
10,6,0.2847697735
10,7,0.2699806094
10,8,0.2556770444
10,9,0.9800000191
10,10,0.0000000000
10,11,0.0000000000
10,12,0.0000000000
10,13,0.0000000000
10,14,0.9399999976
10,15,0.9399999976
10,16,0.9399999380
10,17,0.9399999976
10,18,0.9399999976
10,19,0.1191347241
10,20,0.0071944902
10,21,0.0079336483
10,22,0.0085181734
10,23,0.0099999988
10,24,0.0099999998
10,25,0.0099999998
10,26,0.0000000000
10,27,0.0000000000
10,28,0.0029058137
10,29,0.0024680928
10,30,0.0020770037
10,31,0.0017336220
10,32,0.0014367155
10,33,0.0000000000
10,34,0.0000000000
10,35,0.0000000000
10,36,0.0000000000
10,37,0.0000000000
10,38,0.0000000000
10,39,0.0000000000
11,0,0.0000000000
11,1,0.0000000000
11,2,0.0000000000
11,3,0.0000000000
11,4,0.3652437031
11,5,0.3483693898
11,6,0.3318538666
11,7,0.9800000191
11,8,0.9800000191
11,9,0.9800000787
11,10,0.9800000191
11,11,0.9800000191
11,12,0.0000000000
11,13,0.2366818339
11,14,0.9399999976
11,15,0.9399999976
11,16,0.9399999976
11,17,0.9399999976
11,18,0.9399999976
11,19,0.9399999976
11,20,0.1457469165
11,21,0.1292324960
11,22,0.1116550043
11,23,0.0099999998
11,24,0.0099999998
11,25,0.0099999998
11,26,0.0000000000
11,27,0.0000000000
11,28,0.0000000000
11,29,0.0000000000
11,30,0.0000000000
11,31,0.0000000000
11,32,0.0000000000
11,33,0.0000000000
11,34,0.0000000000
11,35,0.0000000000
11,36,0.0000000000
11,37,0.0000000000
11,38,0.0000000000
11,39,0.0000000000
12,0,0.0000000000
12,1,0.0000000000
12,2,0.4536208212
12,3,0.4355562925
12,4,0.4176404178
12,5,0.3999201953
12,6,0.3824404776
12,7,0.9800000191
12,8,0.9800000191
12,9,0.9799999595
12,10,0.9800000191
12,11,0.9800000191
12,12,0.0000000000
12,13,0.9399999976
12,14,0.9399999380
12,15,0.9399999976
12,16,0.9399999976
12,17,0.9399999976
12,18,0.9399999380
12,19,0.9399999976
12,20,0.9399999976
12,21,0.9399999380
12,22,0.1547983289
12,23,0.1327264905
12,24,0.0099999998
12,25,0.0099999998
12,26,0.0000000000
12,27,0.0000000000
12,28,0.0000000000
12,29,0.0000000000
12,30,0.0000000000
12,31,0.0000000000
12,32,0.0000000000
12,33,0.0000000000
12,34,0.0000000000
12,35,0.0000000000
12,36,0.0000000000
12,37,0.0000000000
12,38,0.0000000000
12,39,0.0000000000
13,0,0.5444437265
13,1,0.5263792276
13,2,0.5082147717
13,3,0.4899999797
13,4,0.4717852175
13,5,0.4536207616
13,6,0.9800000191
13,7,0.9800000787
13,8,0.9799999595
13,9,0.9800000191
13,10,0.9799999595
13,11,0.9800000787
13,12,0.9800000191
13,13,0.3842204809
13,14,0.9399999976
13,15,0.9399999976
13,16,0.9399999976
13,17,0.9399999976
13,18,0.9399999976
13,19,0.9399999976
13,20,0.9399999976
13,21,0.9399999976
13,22,0.9399999380
13,23,0.1836617142
13,24,0.1762557179
13,25,0.0099999998
13,26,0.0000000000
13,27,0.0000000000
13,28,0.0000000000
13,29,0.0000000000
13,30,0.0000000000
13,31,0.0000000000
13,32,0.0000000000
13,33,0.0000000000
13,34,0.0000000000
13,35,0.0000000000
13,36,0.0000000000
13,37,0.0000000000
13,38,0.0000000000
13,39,0.0000000000
14,0,0.5975595713
14,1,0.5800798535
14,2,0.5623595715
14,3,0.5444436669
14,4,0.5263792276
14,5,0.5082147121
14,6,0.4899999797
14,7,0.9800000191
14,8,0.9800000191
14,9,0.9799999595
14,10,0.9800000191
14,11,0.9800000191
14,12,0.9800000191
14,13,0.9799999595
14,14,0.9399999976
14,15,0.9399999976
14,16,0.9399999380
14,17,0.9399999976
14,18,0.9399999976
14,19,0.9399999976
14,20,0.9399999380
14,21,0.9399999976
14,22,0.9399999976
14,23,0.2480301708
14,24,0.2464189082
14,25,0.2021706551
14,26,0.0000000000
14,27,0.0000000000
14,28,0.0000000000
14,29,0.0000000000
14,30,0.0000000000
14,31,0.0000000000
14,32,0.0000000000
14,33,0.0000000000
14,34,0.0000000000
14,35,0.0000000000
14,36,0.0000000000
14,37,0.0000000000
14,38,0.0000000000
14,39,0.0000000000
15,0,0.6481461525
15,1,0.6727001071
15,2,0.6539850831
15,3,0.6349092126
15,4,0.6155250669
15,5,0.5958880782
15,6,0.9799999595
15,7,0.9800000191
15,8,0.9800000191
15,9,0.9800000787
15,10,0.9800000191
15,11,0.9800000191
15,12,0.9800000191
15,13,0.9657042623
15,14,0.9542957544
15,15,0.9399999976
15,16,0.9399999976
15,17,0.9399999976
15,18,0.9399999976
15,19,0.9399999976
15,20,0.9399999976
15,21,0.9399999976
15,22,0.9399999976
15,23,0.9399999976
15,24,0.3336446583
15,25,0.4001263678
15,26,0.2919625044
15,27,0.0000000000
15,28,0.0000000000
15,29,0.0000000000
15,30,0.0000000000
15,31,0.0000000000
15,32,0.0000000000
15,33,0.0000000000
15,34,0.0000000000
15,35,0.0000000000
15,36,0.0000000000
15,37,0.0000000000
15,38,0.0000000000
15,39,0.0000000000
16,0,0.7562652826
16,1,0.7392569184
16,2,0.7216613293
16,3,0.7035186887
16,4,0.6848744154
16,5,0.6657782197
16,6,0.9800000191
16,7,0.9858633280
16,8,0.9858633876
16,9,0.9800000191
16,10,0.9858633876
16,11,0.9858634472
16,12,0.9858633876
16,13,0.9754658937
16,14,0.9570873976
16,15,0.9400000572
16,16,0.9399999976
16,17,0.9399999976
16,18,0.9399999976
16,19,0.9399999976
16,20,0.9399999976
16,21,0.9400000572
16,22,0.9399999976
16,23,0.9399999380
16,24,0.5933007598
16,25,0.5955938101
16,26,0.5453609228
16,27,0.0000000000
16,28,0.0000000000
16,29,0.0000000000
16,30,0.0000000000
16,31,0.0000000000
16,32,0.9100000262
16,33,0.0000000000
16,34,0.0000000000
16,35,0.0000000000
16,36,0.0000000000
16,37,0.0000000000
16,38,0.0000000000
16,39,0.0000000000
17,0,0.8190848231
17,1,0.8041574359
17,2,0.7884823680
17,3,0.7720817327
17,4,0.7549846768
17,5,1.0000000000
17,6,0.9871478677
17,7,0.9871479273
17,8,0.9871479273
17,9,0.9871478677
17,10,0.9855503440
17,11,0.9853248596
17,12,0.9850717187
17,13,0.9793302417
17,14,0.9687032104
17,15,0.9494497776
17,16,0.9399999976
17,17,0.9399999976
17,18,0.9399999976
17,19,0.9399999976
17,20,0.9399999976
17,21,0.9399999976
17,22,0.9399999976
17,23,0.9399999976
17,24,0.9399999976
17,25,0.7073110938
17,26,0.7215434313
17,27,0.5888103843
17,28,0.0000000000
17,29,0.0000000000
17,30,0.9100000262
17,31,0.9100000262
17,32,0.9100000262
17,33,0.9100000262
17,34,0.9100000262
17,35,0.0000000000
17,36,0.0000000000
17,37,0.0000000000
17,38,0.0000000000
17,39,0.0000000000
18,0,0.9916480184
18,1,0.8803091049
18,2,0.8659543395
18,3,1.0000000000
18,4,1.0000000000
18,5,1.0000000000
18,6,1.0000000000
18,7,1.0000000000
18,8,0.9865157604
18,9,0.9862351418
18,10,0.9859220386
18,11,0.9855741858
18,12,0.9851899147
18,13,0.9847680926
18,14,0.9733240008
18,15,0.9517267942
18,16,0.9700000882
18,17,0.9399999976
18,18,0.9399999976
18,19,0.9399999976
18,20,0.9399999380
18,21,0.9399999976
18,22,0.9399999976
18,23,0.9399999976
18,24,0.9399999976
18,25,0.9399999380
18,26,0.9190941453
18,27,0.7339000702
18,28,0.6872258782
18,29,0.0000000000
18,30,0.9100000262
18,31,0.9100000262
18,32,0.9100000262
18,33,0.9100000262
18,34,0.9100000262
18,35,0.0000000000
18,36,0.0000000000
18,37,0.0000000000
18,38,0.1538870037
18,39,0.0000000000
19,0,1.0000000000
19,1,0.9938018322
19,2,0.9932928085
19,3,1.0000000000
19,4,1.0000000000
19,5,1.0000000000
19,6,1.0000000000
19,7,1.0000000000
19,8,0.9867684245
19,9,0.9863510132
19,10,0.9858930111
19,11,0.9853935838
19,12,0.9848531485
19,13,0.9842730165
19,14,0.9700000286
19,15,0.9699999690
19,16,0.9699999690
19,17,0.9699999690
19,18,0.9700000286
19,19,0.9399999976
19,20,0.9399999976
19,21,0.9399999976
19,22,0.9399999380
19,23,0.9399999976
19,24,0.9400000572
19,25,0.9200000167
19,26,0.9399999976
19,27,0.7518253326
19,28,0.7077956796
19,29,0.9100000262
19,30,0.9100000262
19,31,0.9100000262
19,32,0.9100000262
19,33,0.9100000262
19,34,0.9100000262
19,35,0.9100000262
19,36,0.2352243066
19,37,0.1982710361
19,38,0.1656975150
19,39,0.0000000000
20,0,1.0000000000
20,1,1.0000000000
20,2,1.0000000000
20,3,1.0000000000
20,4,1.0000000000
20,5,1.0000000000
20,6,1.0000000000
20,7,1.0000000000
20,8,1.0000000000
20,9,0.9859786034
20,10,0.9853590131
20,11,0.9846992493
20,12,0.9840025902
20,13,0.9832741022
20,14,0.9699999690
20,15,0.9700000286
20,16,0.9700000286
20,17,0.9700000286
20,18,0.9699999690
20,19,0.9399999976
20,20,0.9399999976
20,21,0.9399999380
20,22,0.9399999976
20,23,0.9200000167
20,24,0.9200000167
20,25,0.9200000167
20,26,0.9200000167
20,27,0.9200000167
20,28,0.7273236513
20,29,0.6795015335
20,30,0.9100000262
20,31,0.9100000262
20,32,0.9100000262
20,33,0.9100000262
20,34,0.9100000262
20,35,0.9100000262
20,36,0.9100000262
20,37,0.2125304490
20,38,0.1782008260
20,39,0.0000000000
21,0,1.0000000000
21,1,1.0000000000
21,2,1.0000000000
21,3,1.0000000000
21,4,1.0000000000
21,5,1.0000000000
21,6,1.0000000000
21,7,1.0000000000
21,8,0.9858108163
21,9,0.9850769639
21,10,0.9843078852
21,11,0.9835099578
21,12,0.9826904535
21,13,0.9700000882
21,14,0.9699999690
21,15,0.9700000286
21,16,0.9700000286
21,17,0.9700000286
21,18,0.9699999690
21,19,0.9700000882
21,20,0.9399999380
21,21,0.9399999976
21,22,0.9399999976
21,23,0.9200000167
21,24,0.9200000167
21,25,0.9200000167
21,26,0.9200000167
21,27,0.9200000167
21,28,0.9200000167
21,29,0.9100000262
21,30,0.9100000262
21,31,0.9100000262
21,32,0.9100000262
21,33,0.9100000262
21,34,0.9100000262
21,35,0.9099999666
21,36,0.9100000262
21,37,0.9100000262
21,38,0.1914049685
21,39,0.1597063392
22,0,1.0000000000
22,1,1.0000000000
22,2,1.0000000000
22,3,1.0000000000
22,4,1.0000000000
22,5,1.0000000000
22,6,1.0000000000
22,7,1.0000000000
22,8,0.9845677614
22,9,0.9837092161
22,10,0.9828332663
22,11,0.9819492698
22,12,0.9810665846
22,13,0.9801946282
22,14,0.9699999690
22,15,0.9700000286
22,16,0.9700000286
22,17,0.9700000286
22,18,0.9699999690
22,19,0.9399999976
22,20,0.9374735355
22,21,0.9371265769
22,22,0.9200000167
22,23,0.9200000167
22,24,0.9200000167
22,25,0.9200000167
22,26,0.9200000167
22,27,0.9200000167
22,28,0.9200000167
22,29,0.9150000215
22,30,0.9129316211
22,31,0.9100000262
22,32,0.9100000262
22,33,0.9099999666
22,34,0.9100000858
22,35,0.9100000262
22,36,0.9099999666
22,37,0.9100000262
22,38,0.2053130269
22,39,0.1718619168
23,0,1.0000000000
23,1,1.0000000000
23,2,1.0000000000
23,3,1.0000000000
23,4,1.0000000000
23,5,1.0000000000
23,6,0.9855498075
23,7,0.9844502807
23,8,0.9833565950
23,9,0.9820241332
23,10,0.9811043143
23,11,0.9802008867
23,12,0.9792578220
23,13,0.9783462286
23,14,0.9700000286
23,15,0.9699999690
23,16,0.9699999690
23,17,0.9699999690
23,18,0.9700000286
23,19,0.9367408156
23,20,0.9363144040
23,21,0.9358459115
23,22,0.9353350997
23,23,0.9200000167
23,24,0.9200000167
23,25,0.9200000167
23,26,0.9200000167
23,27,0.9200000167
23,28,0.9176376462
23,29,0.9157281518
23,30,0.9135739803
23,31,0.9118745327
23,32,0.9100000262
23,33,0.9100000262
23,34,0.9100000262
23,35,0.9100000858
23,36,0.9100000262
23,37,0.9100000262
23,38,0.9100000262
23,39,0.1847149730
24,0,1.0000000000
24,1,1.0000000000
24,2,1.0000000000
24,3,1.0000000000
24,4,1.0000000000
24,5,0.9956225753
24,6,0.9933777452
24,7,0.9822803140
24,8,0.9812322855
24,9,0.9802220464
24,10,0.9792578816
24,11,0.9783462286
24,12,0.9774919748
24,13,0.9766981006
24,14,0.9700000286
24,15,0.9700000286
24,16,0.9700000882
24,17,0.9363142848
24,18,0.9358459711
24,19,0.9353350997
24,20,0.9347820878
24,21,0.9341883659
24,22,0.9335564971
24,23,0.9200000167
24,24,0.9200000167
24,25,0.9200000167
24,26,0.9200000167
24,27,0.9200000167
24,28,0.9181256294
24,29,0.9164261222
24,30,0.9142718911
24,31,0.9123624563
24,32,0.9100000262
24,33,0.9100000262
24,34,0.9100000262
24,35,0.9099999666
24,36,0.9100000262
24,37,0.9099999666
24,38,0.9100000262
24,39,0.1982710212
25,0,1.0000000000
25,1,1.0000000000
25,2,1.0000000000
25,3,1.0000000000
25,4,1.0000000000
25,5,0.9938019514
25,6,0.9909018278
25,7,0.9699999690
25,8,0.9700000286
25,9,0.9783461690
25,10,0.9774919152
25,11,0.9766979814
25,12,0.9700000286
25,13,0.9700000286
25,14,0.9700000286
25,15,0.9699999690
25,16,0.9353350997
25,17,0.9347820878
25,18,0.9341884255
25,19,0.9335564971
25,20,0.9328903556
25,21,0.9321951270
25,22,0.9200000167
25,23,0.9200000167
25,24,0.9200000167
25,25,0.9200000167
25,26,0.9200000167
25,27,0.9200000167
25,28,0.9185322523
25,29,0.9170683026
25,30,0.9150000215
25,31,0.9129317403
25,32,0.9114678502
25,33,0.9100000262
25,34,0.9100000262
25,35,0.9100000858
25,36,0.9100000262
25,37,0.9100000262
25,38,0.9100000262
25,39,0.2125304341
26,0,1.0000000000
26,1,1.0000000000
26,2,1.0000000000
26,3,1.0000000000
26,4,1.0000000000
26,5,1.0000000000
26,6,0.9880642295
26,7,0.9842347503
26,8,0.9699999690
26,9,0.9700000286
26,10,0.9700000286
26,11,0.9699999690
26,12,0.9700000286
26,13,0.9700000286
26,14,0.9699999690
26,15,0.9519739151
26,16,0.9335565567
26,17,0.9328904152
26,18,0.9321950674
26,19,0.9314767122
26,20,0.9307424426
26,21,0.9300000668
26,22,0.9200000763
26,23,0.9200000167
26,24,0.9200000167
26,25,0.9200000167
26,26,0.9200000167
26,27,0.9200000167
26,28,0.9200000167
26,29,0.9176375866
26,30,0.9157281518
26,31,0.9135739803
26,32,0.9118745327
26,33,0.9099999666
26,34,0.9100000858
26,35,0.9100000262
26,36,0.9099999666
26,37,0.9100000262
26,38,0.9100000262
26,39,0.9100000262
27,0,1.0000000000
27,1,1.0000000000
27,2,1.0000000000
27,3,1.0000000000
27,4,1.0000000000
27,5,0.9900000691
27,6,0.9850708842
27,7,0.9812182188
27,8,0.9778656960
27,9,0.9700000286
27,10,0.9700000286
27,11,0.9699999690
27,12,0.9700000286
27,13,0.9699999690
27,14,0.9610508084
27,15,0.9468473792
27,16,0.9394935966
27,17,0.9307424426
27,18,0.9299999475
27,19,0.9292575717
27,20,0.9285233021
27,21,0.9278048873
27,22,0.9200000167
27,23,0.9200000167
27,24,0.9200000167
27,25,0.9200000167
27,26,0.9200000167
27,27,0.9200000167
27,28,0.9200000167
27,29,0.9181256294
27,30,0.9164260626
27,31,0.9142718315
27,32,0.9123624563
27,33,0.9100000262
27,34,0.9100000262
27,35,0.9099999666
27,36,0.9100000262
27,37,0.9100000262
27,38,0.9100000262
27,39,0.9100000262
28,0,0.9986217618
28,1,0.9984379411
28,2,0.9982347488
28,3,0.9900000095
28,4,0.9900000095
28,5,0.9900000095
28,6,0.9900000095
28,7,0.9900000095
28,8,0.9700000286
28,9,0.9699999690
28,10,0.9700000286
28,11,0.9700000882
28,12,0.9700000286
28,13,0.9699999690
28,14,0.9700000286
28,15,0.9479108453
28,16,0.9393945336
28,17,0.9285232425
28,18,0.9278049469
28,19,0.9271096587
28,20,0.9264433980
28,21,0.9258116484
28,22,0.9252179265
28,23,0.9200000167
28,24,0.9200000167
28,25,0.0099999998
28,26,0.9200000167
28,27,0.9200000167
28,28,0.9200000167
28,29,0.9200000167
28,30,0.9170682430
28,31,0.9150000215
28,32,0.9100000262
28,33,0.9099999666
28,34,0.9100000262
28,35,0.9100000262
28,36,0.9100000262
28,37,0.6940349936
28,38,0.6553225517
28,39,0.6126868725
29,0,0.9972179532
29,1,0.9969140887
29,2,0.9965927005
29,3,0.9900000095
29,4,0.9900000095
29,5,0.9900000691
29,6,0.9900000095
29,7,0.9900000095
29,8,0.9699999690
29,9,0.9700000286
29,10,0.9699999690
29,11,0.9699999690
29,12,0.9699999690
29,13,0.9700000286
29,14,0.9700000286
29,15,0.9509283304
29,16,0.9393078089
29,17,0.9264434576
29,18,0.9258116484
29,19,0.9252178669
29,20,0.9246649146
29,21,0.9241539836
29,22,0.9236856103
29,23,0.0099999998
29,24,0.0100000007
29,25,0.0099999998
29,26,0.0100000007
29,27,0.0099999998
29,28,0.9200000167
29,29,0.9200000167
29,30,0.9200000167
29,31,0.9200000763
29,32,0.9100000262
29,33,0.9100000262
29,34,0.9100000262
29,35,0.7175018191
29,36,0.6815912127
29,37,0.6415235996
29,38,0.0099999998
29,39,0.5507829189
30,0,0.9951832891
30,1,0.9948167801
30,2,0.9900000691
30,3,0.9900000095
30,4,0.9900000691
30,5,0.9900000095
30,6,0.9900000691
30,7,0.9900000095
30,8,0.9900000691
30,9,0.9699999690
30,10,0.9700000286
30,11,0.9700000286
30,12,0.9700000286
30,13,0.9699999690
30,14,0.9700000286
30,15,0.9509283900
30,16,0.9390716553
30,17,0.9200000167
30,18,0.9241539836
30,19,0.9236856103
30,20,0.9232591987
30,21,0.9228734374
30,22,0.9225264192
30,23,0.0100000007
30,24,0.0099999998
30,25,0.0099999998
30,26,0.0099999998
30,27,0.0100000007
30,28,0.4574659765
30,29,0.9200000167
30,30,0.9200000763
30,31,0.9100000262
30,32,0.7678442001
30,33,0.7390558720
30,34,0.7060067654
30,35,0.6686832309
30,36,0.0099999998
30,37,0.0100000007
30,38,0.0099999998
30,39,0.0100000007
31,0,0.9930859804
31,1,0.9927820563
31,2,0.9924973249
31,3,0.9900000095
31,4,0.9900000095
31,5,0.9900000691
31,6,0.9900000095
31,7,0.9900000095
31,8,0.9700000882
31,9,0.9699999690
31,10,0.9700000286
31,11,0.9700000286
31,12,0.9700000286
31,13,0.9699999690
31,14,0.9700000882
31,15,0.9509283900
31,16,0.9390716553
31,17,0.9200000167
31,18,0.9200000167
31,19,0.9200000167
31,20,0.9200000167
31,21,0.9200000167
31,22,0.0099999998
31,23,0.0099999998
31,24,0.0099999998
31,25,0.0099999998
31,26,0.0099999998
31,27,0.0099999998
31,28,0.0099999998
31,29,0.0099999998
