nrow,ncol,intensity
11,39,0.0099999998
12,0,0.0099999998
12,1,0.0099999998
12,2,0.0099999998
12,3,0.0099999988
12,4,0.0099999998
12,5,0.0099999998
12,6,0.0100000007
12,7,0.0100000007
12,8,0.0099999998
12,9,0.0099999998
12,10,0.0099999998
12,11,0.0100000007
12,12,0.0099999998
12,13,0.0099999998
12,14,0.0099999998
12,15,0.0099999998
12,16,0.0099999998
12,17,0.0099999998
12,18,0.0099999998
12,19,0.0099999998
12,20,0.0099999998
12,21,0.0099999998
12,22,0.0232405514
12,23,0.0246640649
12,24,0.0299999993
12,25,0.0299999993
12,26,0.0099999998
12,27,0.0099999998
12,28,0.0099999998
12,29,0.0099999998
12,30,0.0099999998
12,31,0.0099999998
12,32,0.0099999998
12,33,0.0099999998
12,34,0.0099999998
12,35,0.0099999998
12,36,0.0099999998
12,37,0.0099999998
12,38,0.0099999998
12,39,0.0099999998
13,0,0.0099999998
13,1,0.0099999998
13,2,0.0099999998
13,3,0.0099999998
13,4,0.0099999988
13,5,0.0099999998
13,6,0.0099999998
13,7,0.0099999998
13,8,0.0099999998
13,9,0.0099999998
13,10,0.0099999998
13,11,0.0099999998
13,12,0.0099999998
13,13,0.0099999979
13,14,0.0100000007
13,15,0.0099999998
13,16,0.0099999998
13,17,0.0099999998
13,18,0.0100000007
13,19,0.0099999998
13,20,0.0099999998
13,21,0.0099999998
13,22,0.0099999998
13,23,0.0232225899
13,24,0.0264246073
13,25,0.0299999993
13,26,0.0099999998
13,27,0.0099999998
13,28,0.0099999998
13,29,0.0099999998
13,30,0.0099999988
13,31,0.0099999998
13,32,0.0099999998
13,33,0.0099999998
13,34,0.0099999998
13,35,0.0099999998
13,36,0.0099999988
13,37,0.0099999998
13,38,0.0099999998
13,39,0.0099999998
14,0,0.0099999998
14,1,0.0099999998
14,2,0.0099999998
14,3,0.0099999998
14,4,0.0099999998
14,5,0.0099999988
14,6,0.0099999998
14,7,0.0100000007
14,8,0.0099999998
14,9,0.0099999998
14,10,0.0099999998
14,11,0.0100000007
14,12,0.0099999998
14,13,0.0099999998
14,14,0.0099999998
14,15,0.0100000007
14,16,0.0099999998
14,17,0.0100000007
14,18,0.0099999998
14,19,0.0099999998
14,20,0.0099999998
14,21,0.0099999998
14,22,0.0099999998
14,23,0.0215540156
14,24,0.0249157231
14,25,0.0258672964
14,26,0.0099999998
14,27,0.0099999998
14,28,0.0099999998
14,29,0.0099999998
14,30,0.0099999998
14,31,0.0099999998
14,32,0.0099999998
14,33,0.0099999998
14,34,0.0099999998
14,35,0.0099999998
